,Country Code,Year,Variable,Value
0,ZWE,2021,NY.GDP.TOTL.RT.ZS,6.39845161112644
1,ZWE,2020,NY.GDP.TOTL.RT.ZS,4.74666809490234
2,ZWE,2019,NY.GDP.TOTL.RT.ZS,4.71576545765887
3,ZWE,2018,NY.GDP.TOTL.RT.ZS,3.37818944674235
4,ZWE,2017,NY.GDP.TOTL.RT.ZS,6.09544838030308
5,ZWE,2016,NY.GDP.TOTL.RT.ZS,4.49541367401877
6,ZWE,2015,NY.GDP.TOTL.RT.ZS,4.60618520596556
7,ZWE,2014,NY.GDP.TOTL.RT.ZS,5.62126327970579
8,ZWE,2013,NY.GDP.TOTL.RT.ZS,5.04283935109174
9,ZWE,2012,NY.GDP.TOTL.RT.ZS,5.96773281078297
10,ZWE,2011,NY.GDP.TOTL.RT.ZS,7.87938898914128
11,ZWE,2010,NY.GDP.TOTL.RT.ZS,7.09847064162797
12,ZWE,2009,NY.GDP.TOTL.RT.ZS,6.76260898727295
13,ZWE,2008,NY.GDP.TOTL.RT.ZS,18.3230470823159
14,ZWE,2007,NY.GDP.TOTL.RT.ZS,15.559238462362
15,ZWE,2006,NY.GDP.TOTL.RT.ZS,11.4813042316831
16,ZWE,2005,NY.GDP.TOTL.RT.ZS,8.5582074673681
17,ZWE,2004,NY.GDP.TOTL.RT.ZS,8.43730994677101
18,ZWE,2003,NY.GDP.TOTL.RT.ZS,6.98217572203532
19,ZWE,2002,NY.GDP.TOTL.RT.ZS,5.17219377081197
20,ZWE,2001,NY.GDP.TOTL.RT.ZS,4.02799179313518
21,ZWE,2000,NY.GDP.TOTL.RT.ZS,3.90170876645193
22,ZWE,1999,NY.GDP.TOTL.RT.ZS,3.70089065515096
23,ZWE,1998,NY.GDP.TOTL.RT.ZS,5.59080463449055
24,ZWE,1997,NY.GDP.TOTL.RT.ZS,6.77129137790896
25,ZWE,1996,NY.GDP.TOTL.RT.ZS,7.99042829291191
26,ZWE,1995,NY.GDP.TOTL.RT.ZS,8.54428671214653
27,ZWE,1994,NY.GDP.TOTL.RT.ZS,9.4870276684973
28,ZWE,1993,NY.GDP.TOTL.RT.ZS,8.72439507445918
29,ZWE,1992,NY.GDP.TOTL.RT.ZS,10.8168177308289
30,ZWE,1991,NY.GDP.TOTL.RT.ZS,9.66419162071991
31,ZWE,1990,NY.GDP.TOTL.RT.ZS,4.2124822922094
32,ZMB,2021,NY.GDP.TOTL.RT.ZS,35.2641479964325
33,ZMB,2020,NY.GDP.TOTL.RT.ZS,16.2222307618142
34,ZMB,2019,NY.GDP.TOTL.RT.ZS,7.91506539515975
35,ZMB,2018,NY.GDP.TOTL.RT.ZS,11.7483463033985
36,ZMB,2017,NY.GDP.TOTL.RT.ZS,13.2264399699464
37,ZMB,2016,NY.GDP.TOTL.RT.ZS,11.6772125402718
38,ZMB,2015,NY.GDP.TOTL.RT.ZS,11.1602533885932
39,ZMB,2014,NY.GDP.TOTL.RT.ZS,10.842259058696
40,ZMB,2013,NY.GDP.TOTL.RT.ZS,12.023594729012
41,ZMB,2012,NY.GDP.TOTL.RT.ZS,13.5753487511819
42,ZMB,2011,NY.GDP.TOTL.RT.ZS,17.4237334954232
43,ZMB,2010,NY.GDP.TOTL.RT.ZS,18.6647201093496
44,ZMB,2009,NY.GDP.TOTL.RT.ZS,16.7968643399172
45,ZMB,2008,NY.GDP.TOTL.RT.ZS,16.052538455331
46,ZMB,2007,NY.GDP.TOTL.RT.ZS,21.7874311599282
47,ZMB,2006,NY.GDP.TOTL.RT.ZS,19.2015029596777
48,ZMB,2005,NY.GDP.TOTL.RT.ZS,14.1027021273131
49,ZMB,2004,NY.GDP.TOTL.RT.ZS,13.7756377211636
50,ZMB,2003,NY.GDP.TOTL.RT.ZS,12.6388158009955
51,ZMB,2002,NY.GDP.TOTL.RT.ZS,8.58178422740853
52,ZMB,2001,NY.GDP.TOTL.RT.ZS,6.91796764834799
53,ZMB,2000,NY.GDP.TOTL.RT.ZS,9.12122495945449
54,ZMB,1999,NY.GDP.TOTL.RT.ZS,5.20000710887479
55,ZMB,1998,NY.GDP.TOTL.RT.ZS,7.38004991836173
56,ZMB,1997,NY.GDP.TOTL.RT.ZS,5.78425325323365
57,ZMB,1996,NY.GDP.TOTL.RT.ZS,7.40724986790176
58,ZMB,1995,NY.GDP.TOTL.RT.ZS,7.23321498317749
59,ZMB,1994,NY.GDP.TOTL.RT.ZS,5.46968682858974
60,ZMB,1993,NY.GDP.TOTL.RT.ZS,5.08803802366393
61,ZMB,1992,NY.GDP.TOTL.RT.ZS,5.82419088501016
62,ZMB,1991,NY.GDP.TOTL.RT.ZS,5.81996679113959
63,ZMB,1990,NY.GDP.TOTL.RT.ZS,20.9818246533379
64,ZAF,2021,NY.GDP.TOTL.RT.ZS,7.32857859192335
65,ZAF,2020,NY.GDP.TOTL.RT.ZS,4.01777511009808
66,ZAF,2019,NY.GDP.TOTL.RT.ZS,4.18782227881945
67,ZAF,2018,NY.GDP.TOTL.RT.ZS,3.86949148830953
68,ZAF,2017,NY.GDP.TOTL.RT.ZS,3.8355856656622
69,ZAF,2016,NY.GDP.TOTL.RT.ZS,3.56159906611897
70,ZAF,2015,NY.GDP.TOTL.RT.ZS,2.80794769347075
71,ZAF,2014,NY.GDP.TOTL.RT.ZS,4.66573419871465
72,ZAF,2013,NY.GDP.TOTL.RT.ZS,6.11153096342063
73,ZAF,2012,NY.GDP.TOTL.RT.ZS,6.40436399402211
74,ZAF,2011,NY.GDP.TOTL.RT.ZS,7.81466074244917
75,ZAF,2010,NY.GDP.TOTL.RT.ZS,6.84683101275869
76,ZAF,2009,NY.GDP.TOTL.RT.ZS,4.93797499670312
77,ZAF,2008,NY.GDP.TOTL.RT.ZS,11.9900580422374
78,ZAF,2007,NY.GDP.TOTL.RT.ZS,6.3657074741337
79,ZAF,2006,NY.GDP.TOTL.RT.ZS,5.2274047401405
80,ZAF,2005,NY.GDP.TOTL.RT.ZS,4.56849246597233
81,ZAF,2004,NY.GDP.TOTL.RT.ZS,4.77963979439938
82,ZAF,2003,NY.GDP.TOTL.RT.ZS,2.99086668200306
83,ZAF,2002,NY.GDP.TOTL.RT.ZS,4.67923392268105
84,ZAF,2001,NY.GDP.TOTL.RT.ZS,4.94658656928292
85,ZAF,2000,NY.GDP.TOTL.RT.ZS,3.71688450048923
86,ZAF,1999,NY.GDP.TOTL.RT.ZS,2.48859050822074
87,ZAF,1998,NY.GDP.TOTL.RT.ZS,3.11344933385369
88,ZAF,1997,NY.GDP.TOTL.RT.ZS,3.69265986755738
89,ZAF,1996,NY.GDP.TOTL.RT.ZS,4.64270090290704
90,ZAF,1995,NY.GDP.TOTL.RT.ZS,4.03562638417749
91,ZAF,1994,NY.GDP.TOTL.RT.ZS,4.76625199005595
92,ZAF,1993,NY.GDP.TOTL.RT.ZS,4.45349964332174
93,ZAF,1992,NY.GDP.TOTL.RT.ZS,4.45678523091591
94,ZAF,1991,NY.GDP.TOTL.RT.ZS,5.44865900528835
95,ZAF,1990,NY.GDP.TOTL.RT.ZS,5.69756198732845
96,YEM,2018,NY.GDP.TOTL.RT.ZS,4.87867391772049
97,YEM,2017,NY.GDP.TOTL.RT.ZS,2.00088361190121
98,YEM,2016,NY.GDP.TOTL.RT.ZS,0.766194564986369
99,YEM,2015,NY.GDP.TOTL.RT.ZS,2.06582147254408
100,YEM,2014,NY.GDP.TOTL.RT.ZS,10.9650660396012
101,YEM,2013,NY.GDP.TOTL.RT.ZS,13.5874899680381
102,YEM,2012,NY.GDP.TOTL.RT.ZS,18.8463591940271
103,YEM,2011,NY.GDP.TOTL.RT.ZS,25.9395800444886
104,YEM,2010,NY.GDP.TOTL.RT.ZS,23.5484181707179
105,YEM,2009,NY.GDP.TOTL.RT.ZS,21.001304593999
106,YEM,2008,NY.GDP.TOTL.RT.ZS,33.8694342767331
107,YEM,2007,NY.GDP.TOTL.RT.ZS,33.0050730617766
108,YEM,2006,NY.GDP.TOTL.RT.ZS,40.4987746786826
109,YEM,2005,NY.GDP.TOTL.RT.ZS,41.1656856093808
110,YEM,2004,NY.GDP.TOTL.RT.ZS,34.1535884387229
111,YEM,2003,NY.GDP.TOTL.RT.ZS,32.1919199005229
112,YEM,2002,NY.GDP.TOTL.RT.ZS,31.0497728852744
113,YEM,2001,NY.GDP.TOTL.RT.ZS,33.2270815659587
114,YEM,2000,NY.GDP.TOTL.RT.ZS,41.4063455621789
115,YEM,1999,NY.GDP.TOTL.RT.ZS,28.9441851432533
116,YEM,1998,NY.GDP.TOTL.RT.ZS,21.6895961696112
117,YEM,1997,NY.GDP.TOTL.RT.ZS,29.832525277783
118,YEM,1996,NY.GDP.TOTL.RT.ZS,36.5843551114901
119,YEM,1995,NY.GDP.TOTL.RT.ZS,40.1598943510304
120,YEM,1994,NY.GDP.TOTL.RT.ZS,36.825688374024
121,YEM,1993,NY.GDP.TOTL.RT.ZS,20.7792199233029
122,YEM,1992,NY.GDP.TOTL.RT.ZS,15.0904519189363
123,YEM,1991,NY.GDP.TOTL.RT.ZS,16.9654041700333
124,YEM,1990,NY.GDP.TOTL.RT.ZS,28.7239963483386
125,XKX,2021,NY.GDP.TOTL.RT.ZS,0.928898942515976
126,XKX,2020,NY.GDP.TOTL.RT.ZS,0.405629883811269
127,XKX,2019,NY.GDP.TOTL.RT.ZS,0.403302686372993
128,XKX,2018,NY.GDP.TOTL.RT.ZS,0.582555742632103
129,XKX,2017,NY.GDP.TOTL.RT.ZS,0.559517101853948
130,XKX,2016,NY.GDP.TOTL.RT.ZS,0.394911793338711
131,XKX,2015,NY.GDP.TOTL.RT.ZS,0.345818043207918
132,XKX,2014,NY.GDP.TOTL.RT.ZS,0.522780519330801
133,XKX,2013,NY.GDP.TOTL.RT.ZS,0.528578459655645
134,XKX,2012,NY.GDP.TOTL.RT.ZS,0.984751666231743
135,XKX,2011,NY.GDP.TOTL.RT.ZS,2.41955836525131
136,XKX,2010,NY.GDP.TOTL.RT.ZS,2.55556688241113
137,XKX,2009,NY.GDP.TOTL.RT.ZS,1.27548398495597
138,XKX,2008,NY.GDP.TOTL.RT.ZS,3.46974810931307
139,WSM,2021,NY.GDP.TOTL.RT.ZS,0.280275449205485
140,WSM,2020,NY.GDP.TOTL.RT.ZS,0.301640791056231
141,WSM,2019,NY.GDP.TOTL.RT.ZS,0.232259603701569
142,WSM,2018,NY.GDP.TOTL.RT.ZS,0.264678611319933
143,WSM,2017,NY.GDP.TOTL.RT.ZS,0.482469410561221
144,WSM,2016,NY.GDP.TOTL.RT.ZS,0.425429774129313
145,WSM,2015,NY.GDP.TOTL.RT.ZS,0.385043626528853
146,WSM,2014,NY.GDP.TOTL.RT.ZS,0.514371821253179
147,WSM,2013,NY.GDP.TOTL.RT.ZS,0.354470433710273
148,WSM,2012,NY.GDP.TOTL.RT.ZS,0.39649921551572
149,WSM,2011,NY.GDP.TOTL.RT.ZS,0.479148651100215
150,WSM,2010,NY.GDP.TOTL.RT.ZS,0.410594291707161
151,WSM,2009,NY.GDP.TOTL.RT.ZS,0.443535455037048
152,WSM,2008,NY.GDP.TOTL.RT.ZS,0.468263247489721
153,WSM,2007,NY.GDP.TOTL.RT.ZS,0.330598374650033
154,WSM,2006,NY.GDP.TOTL.RT.ZS,0.259331274861089
155,WSM,2005,NY.GDP.TOTL.RT.ZS,0.311289651963659
156,WSM,2004,NY.GDP.TOTL.RT.ZS,0.403326023249032
157,WSM,2003,NY.GDP.TOTL.RT.ZS,0.558162847387572
158,WSM,2002,NY.GDP.TOTL.RT.ZS,0.567747940965295
159,WSM,2001,NY.GDP.TOTL.RT.ZS,0.551007408390949
160,WSM,2000,NY.GDP.TOTL.RT.ZS,0.47111704310974
161,WSM,1999,NY.GDP.TOTL.RT.ZS,1.08116476851778
162,WSM,1998,NY.GDP.TOTL.RT.ZS,1.29191261556716
163,WSM,1997,NY.GDP.TOTL.RT.ZS,1.2951021020926
164,WSM,1996,NY.GDP.TOTL.RT.ZS,1.85156487059107
165,WSM,1995,NY.GDP.TOTL.RT.ZS,2.02450058778076
166,WSM,1994,NY.GDP.TOTL.RT.ZS,1.71614207340125
167,WSM,1993,NY.GDP.TOTL.RT.ZS,2.61533072519854
168,WSM,1992,NY.GDP.TOTL.RT.ZS,2.50825881893117
169,WSM,1991,NY.GDP.TOTL.RT.ZS,2.34171442149304
170,WSM,1990,NY.GDP.TOTL.RT.ZS,2.16159951859595
171,VUT,2021,NY.GDP.TOTL.RT.ZS,0.568069760913224
172,VUT,2020,NY.GDP.TOTL.RT.ZS,0.629507608350041
173,VUT,2019,NY.GDP.TOTL.RT.ZS,0.547725243089635
174,VUT,2018,NY.GDP.TOTL.RT.ZS,0.60798151676621
175,VUT,2017,NY.GDP.TOTL.RT.ZS,0.902392843807671
176,VUT,2016,NY.GDP.TOTL.RT.ZS,0.816331822730397
177,VUT,2015,NY.GDP.TOTL.RT.ZS,0.815485061379561
178,VUT,2014,NY.GDP.TOTL.RT.ZS,0.987395102309584
